filename,label
sample0000.csv,0
sample0001.csv,0
sample0002.csv,0
sample0003.csv,0
sample0004.csv,0
sample0005.csv,0
sample0006.csv,0
sample0007.csv,0
sample0008.csv,0
sample0009.csv,0
sample0010.csv,0
sample0011.csv,0
sample0012.csv,0
sample0013.csv,0
sample0014.csv,0
sample0015.csv,0
sample0016.csv,0
sample0017.csv,0
sample0018.csv,0
sample0019.csv,0
sample0020.csv,0
sample0021.csv,0
sample0022.csv,0
sample0023.csv,0
sample0024.csv,0
sample0025.csv,0
sample0026.csv,0
sample0027.csv,0
sample0028.csv,0
sample0029.csv,0
sample0030.csv,0
sample0031.csv,0
sample0032.csv,0
sample0033.csv,0
sample0034.csv,0
sample0035.csv,0
sample0036.csv,0
sample0037.csv,0
sample0038.csv,0
sample0039.csv,0
sample0040.csv,0
sample0041.csv,0
sample0042.csv,0
sample0043.csv,0
sample0044.csv,0
sample0045.csv,0
sample0046.csv,0
sample0047.csv,0
sample0048.csv,0
sample0049.csv,0
sample0050.csv,0
sample0051.csv,0
sample0052.csv,0
sample0053.csv,0
sample0054.csv,0
sample0055.csv,0
sample0056.csv,0
sample0057.csv,0
sample0058.csv,0
sample0059.csv,0
sample0060.csv,0
sample0061.csv,0
sample0062.csv,0
sample0063.csv,0
sample0064.csv,0
sample0065.csv,0
sample0066.csv,0
sample0067.csv,0
sample0068.csv,0
sample0069.csv,0
sample0070.csv,0
sample0071.csv,0
sample0072.csv,0
sample0073.csv,0
sample0074.csv,0
sample0075.csv,0
sample0076.csv,0
sample0077.csv,0
sample0078.csv,0
sample0079.csv,0
sample0080.csv,0
sample0081.csv,0
sample0082.csv,0
sample0083.csv,0
sample0084.csv,0
sample0085.csv,0
sample0086.csv,0
sample0087.csv,0
sample0088.csv,0
sample0089.csv,0
sample0090.csv,0
sample0091.csv,0
sample0092.csv,0
sample0093.csv,0
sample0094.csv,0
sample0095.csv,0
sample0096.csv,0
sample0097.csv,0
sample0098.csv,0
sample0099.csv,0
sample0100.csv,0
sample0101.csv,0
sample0102.csv,0
sample0103.csv,0
sample0104.csv,0
sample0105.csv,0
sample0106.csv,0
sample0107.csv,0
sample0108.csv,0
sample0109.csv,0
sample0110.csv,0
sample0111.csv,0
sample0112.csv,0
sample0113.csv,0
sample0114.csv,0
sample0115.csv,0
sample0116.csv,0
sample0117.csv,0
sample0118.csv,0
sample0119.csv,0
sample0120.csv,0
sample0121.csv,0
sample0122.csv,0
sample0123.csv,0
sample0124.csv,0
sample0125.csv,0
sample0126.csv,0
sample0127.csv,0
sample0128.csv,0
sample0129.csv,0
sample0130.csv,0
sample0131.csv,0
sample0132.csv,0
sample0133.csv,0
sample0134.csv,0
sample0135.csv,0
sample0136.csv,0
sample0137.csv,0
sample0138.csv,0
sample0139.csv,0
sample0140.csv,0
sample0141.csv,0
sample0142.csv,0
sample0143.csv,0
sample0144.csv,0
sample0145.csv,0
sample0146.csv,0
sample0147.csv,0
sample0148.csv,0
sample0149.csv,0
sample0150.csv,0
sample0151.csv,0
sample0152.csv,0
sample0153.csv,0
sample0154.csv,0
sample0155.csv,0
sample0156.csv,0
sample0157.csv,0
sample0158.csv,0
sample0159.csv,0
sample0160.csv,0
sample0161.csv,0
sample0162.csv,0
sample0163.csv,0
sample0164.csv,0
sample0165.csv,0
sample0166.csv,0
sample0167.csv,0
sample0168.csv,0
sample0169.csv,0
sample0170.csv,0
sample0171.csv,0
sample0172.csv,0
sample0173.csv,0
sample0174.csv,0
sample0175.csv,0
sample0176.csv,0
sample0177.csv,0
sample0178.csv,0
sample0179.csv,0
sample0180.csv,0
sample0181.csv,0
sample0182.csv,0
sample0183.csv,0
sample0184.csv,0
sample0185.csv,0
sample0186.csv,0
sample0187.csv,0
sample0188.csv,0
sample0189.csv,0
sample0190.csv,0
sample0191.csv,0
sample0192.csv,0
sample0193.csv,0
sample0194.csv,0
sample0195.csv,0
sample0196.csv,0
sample0197.csv,0
sample0198.csv,0
sample0199.csv,0
sample0200.csv,0
sample0201.csv,0
sample0202.csv,0
sample0203.csv,0
sample0204.csv,0
sample0205.csv,0
sample0206.csv,0
sample0207.csv,0
sample0208.csv,0
sample0209.csv,0
sample0210.csv,0
sample0211.csv,0
sample0212.csv,0
sample0213.csv,0
sample0214.csv,0
sample0215.csv,0
sample0216.csv,0
sample0217.csv,0
sample0218.csv,0
sample0219.csv,0
sample0220.csv,0
sample0221.csv,0
sample0222.csv,0
sample0223.csv,0
